user_id,product_id,action,timestamp
user_0086,14,review,2026-04-20T07:50:45.972815+00:00
user_0087,91,checkout,2026-04-20T07:50:45.972893+00:00
user_0088,32,review,2026-04-20T07:50:45.972958+00:00
user_0089,89,review,2026-04-20T07:50:45.973027+00:00
user_0090,16,chat_message,2026-04-20T07:50:45.973074+00:00
user_0091,93,chat_message,2026-04-20T07:50:45.973151+00:00
user_0092,13,chat_message,2026-04-20T07:50:45.974252+00:00
user_0093,98,order,2026-04-20T07:50:45.974292+00:00
user_0094,60,review,2026-04-20T07:50:45.974378+00:00
user_0095,52,order,2026-04-20T07:50:45.974417+00:00
user_0096,98,search,2026-04-20T07:50:45.974496+00:00
user_0097,62,view,2026-04-20T07:50:45.974573+00:00
user_0098,22,search,2026-04-20T07:50:45.974619+00:00
user_0099,93,review,2026-04-20T07:50:45.974697+00:00
user_0100,52,checkout,2026-04-20T07:50:45.974728+00:00
user_0101,42,search,2026-04-20T07:50:45.974789+00:00
user_0102,49,add_to_cart,2026-04-20T07:50:45.976018+00:00
user_0103,96,order,2026-04-20T07:50:45.976113+00:00
user_0104,8,review,2026-04-20T07:50:45.976184+00:00
user_0105,27,view,2026-04-20T07:50:45.976273+00:00
user_0106,6,chat_message,2026-04-20T07:50:45.976336+00:00
user_0107,3,view,2026-04-20T07:50:45.976407+00:00
user_0108,68,click,2026-04-20T07:50:45.976445+00:00
user_0109,66,add_to_cart,2026-04-20T07:50:45.976483+00:00
user_0110,14,order,2026-04-20T07:50:45.976514+00:00
user_0111,38,review,2026-04-20T07:50:45.976560+00:00
user_0112,63,view,2026-04-20T07:50:45.976622+00:00
user_0113,58,chat_message,2026-04-20T07:50:45.977683+00:00
user_0114,96,search,2026-04-20T07:50:45.977730+00:00
user_0115,91,view,2026-04-20T07:50:45.977783+00:00
user_0116,21,click,2026-04-20T07:50:45.977830+00:00
user_0117,39,checkout,2026-04-20T07:50:45.977860+00:00
user_0118,81,search,2026-04-20T07:50:45.977921+00:00
user_0119,99,review,2026-04-20T07:50:45.977960+00:00
user_0120,18,add_to_cart,2026-04-20T07:50:45.978055+00:00
user_0121,100,add_to_cart,2026-04-20T07:50:45.978117+00:00
user_0122,23,chat_message,2026-04-20T07:50:45.978172+00:00
user_0123,100,add_to_cart,2026-04-20T07:50:45.978265+00:00
user_0124,28,view,2026-04-20T07:50:45.979348+00:00
user_0125,1,add_to_cart,2026-04-20T07:50:45.979426+00:00
user_0126,100,click,2026-04-20T07:50:45.979472+00:00
user_0127,76,chat_message,2026-04-20T07:50:45.979510+00:00
user_0128,33,search,2026-04-20T07:50:45.979594+00:00
user_0129,1,add_to_cart,2026-04-20T07:50:45.979647+00:00
user_0130,53,click,2026-04-20T07:50:45.979738+00:00
user_0131,63,review,2026-04-20T07:50:45.979800+00:00
user_0132,28,search,2026-04-20T07:50:45.979830+00:00
user_0133,60,search,2026-04-20T07:50:45.979876+00:00
user_0134,93,chat_message,2026-04-20T07:50:45.980965+00:00
user_0135,71,chat_message,2026-04-20T07:50:45.981038+00:00
user_0136,1,chat_message,2026-04-20T07:50:45.981078+00:00
user_0137,59,click,2026-04-20T07:50:45.981124+00:00
user_0138,63,review,2026-04-20T07:50:45.981178+00:00
user_0139,10,click,2026-04-20T07:50:45.981240+00:00
user_0140,99,search,2026-04-20T07:50:45.981270+00:00
user_0141,78,view,2026-04-20T07:50:45.981347+00:00
user_0142,83,chat_message,2026-04-20T07:50:45.981424+00:00
user_0143,2,chat_message,2026-04-20T07:50:45.981500+00:00
user_0144,69,chat_message,2026-04-20T07:50:45.981562+00:00
user_0145,48,search,2026-04-20T07:50:45.982599+00:00
user_0146,73,order,2026-04-20T07:50:45.982694+00:00
user_0147,2,view,2026-04-20T07:50:45.982725+00:00
user_0148,54,checkout,2026-04-20T07:50:45.982763+00:00
user_0149,23,chat_message,2026-04-20T07:50:45.982834+00:00
user_0150,20,order,2026-04-20T07:50:45.982912+00:00
user_0151,16,search,2026-04-20T07:50:45.983005+00:00
user_0152,92,review,2026-04-20T07:50:45.983067+00:00
user_0153,88,add_to_cart,2026-04-20T07:50:45.983129+00:00
user_0154,32,add_to_cart,2026-04-20T07:50:45.983176+00:00
user_0155,80,order,2026-04-20T07:50:45.984207+00:00
user_0156,67,add_to_cart,2026-04-20T07:50:45.984255+00:00
user_0157,18,search,2026-04-20T07:50:45.984301+00:00
user_0158,25,chat_message,2026-04-20T07:50:45.984347+00:00
user_0159,76,view,2026-04-20T07:50:45.984385+00:00
user_0160,53,review,2026-04-20T07:50:45.984455+00:00
user_0161,50,checkout,2026-04-20T07:50:45.984516+00:00
user_0162,27,order,2026-04-20T07:50:45.984548+00:00
user_0163,99,chat_message,2026-04-20T07:50:45.984586+00:00
user_0164,32,checkout,2026-04-20T07:50:45.984679+00:00
user_0165,80,order,2026-04-20T07:50:45.984742+00:00
user_0166,13,chat_message,2026-04-20T07:50:45.985810+00:00
user_0167,24,review,2026-04-20T07:50:45.985865+00:00
user_0168,67,view,2026-04-20T07:50:45.985951+00:00
user_0169,51,review,2026-04-20T07:50:45.986014+00:00
user_0170,17,search,2026-04-20T07:50:45.986042+00:00
user_0171,54,view,2026-04-20T07:50:45.986116+00:00
user_0172,40,order,2026-04-20T07:50:45.986199+00:00
user_0173,83,review,2026-04-20T07:50:45.986237+00:00
user_0174,16,order,2026-04-20T07:50:45.986322+00:00
user_0175,58,click,2026-04-20T07:50:45.986368+00:00
user_0176,9,add_to_cart,2026-04-20T07:50:45.987476+00:00
user_0177,63,click,2026-04-20T07:50:45.987570+00:00
user_0178,53,order,2026-04-20T07:50:45.987625+00:00
user_0179,87,review,2026-04-20T07:50:45.987710+00:00
user_0180,100,click,2026-04-20T07:50:45.987750+00:00
user_0181,68,search,2026-04-20T07:50:45.987797+00:00
user_0182,13,review,2026-04-20T07:50:45.987867+00:00
user_0183,54,checkout,2026-04-20T07:50:45.987952+00:00
user_0184,10,search,2026-04-20T07:50:45.988000+00:00
user_0185,24,search,2026-04-20T07:50:45.989060+00:00
user_0186,5,chat_message,2026-04-20T07:50:45.989148+00:00
user_0187,15,checkout,2026-04-20T07:50:45.989195+00:00
user_0188,91,view,2026-04-20T07:50:45.989264+00:00
user_0189,49,review,2026-04-20T07:50:45.989334+00:00
user_0190,82,checkout,2026-04-20T07:50:45.989412+00:00
user_0191,63,add_to_cart,2026-04-20T07:50:45.989508+00:00
user_0192,94,add_to_cart,2026-04-20T07:50:45.989547+00:00
user_0193,60,order,2026-04-20T07:50:45.989577+00:00
user_0194,49,add_to_cart,2026-04-20T07:50:45.989671+00:00
user_0195,85,click,2026-04-20T07:50:45.990705+00:00
user_0196,86,order,2026-04-20T07:50:45.990792+00:00
user_0197,14,search,2026-04-20T07:50:45.990878+00:00
user_0198,5,add_to_cart,2026-04-20T07:50:45.990924+00:00
user_0199,16,add_to_cart,2026-04-20T07:50:45.991017+00:00
user_0200,6,chat_message,2026-04-20T07:50:45.991086+00:00
user_0201,1,checkout,2026-04-20T07:50:45.991155+00:00
user_0202,91,chat_message,2026-04-20T07:50:45.991240+00:00
user_0203,7,add_to_cart,2026-04-20T07:50:45.992301+00:00
user_0204,85,chat_message,2026-04-20T07:50:45.992333+00:00
user_0205,37,checkout,2026-04-20T07:50:45.992412+00:00
user_0206,66,search,2026-04-20T07:50:45.992506+00:00
user_0207,54,view,2026-04-20T07:50:45.992592+00:00
user_0208,14,search,2026-04-20T07:50:45.992676+00:00
user_0209,4,search,2026-04-20T07:50:45.992715+00:00
user_0210,59,search,2026-04-20T07:50:45.992747+00:00
user_0211,81,add_to_cart,2026-04-20T07:50:45.992816+00:00
user_0212,37,chat_message,2026-04-20T07:50:45.992854+00:00
user_0213,95,view,2026-04-20T07:50:45.992901+00:00
user_0214,22,chat_message,2026-04-20T07:50:45.993925+00:00
user_0215,64,click,2026-04-20T07:50:45.993965+00:00
user_0216,72,review,2026-04-20T07:50:45.994020+00:00
user_0217,31,chat_message,2026-04-20T07:50:45.994059+00:00
user_0218,5,add_to_cart,2026-04-20T07:50:45.994105+00:00
user_0219,71,checkout,2026-04-20T07:50:45.994152+00:00
user_0220,80,order,2026-04-20T07:50:45.994214+00:00
user_0221,92,chat_message,2026-04-20T07:50:45.994307+00:00
user_0222,36,search,2026-04-20T07:50:45.994376+00:00
user_0223,60,review,2026-04-20T07:50:45.994438+00:00
user_0224,86,review,2026-04-20T07:50:45.994517+00:00
user_0225,51,chat_message,2026-04-20T07:50:45.995543+00:00
user_0226,7,chat_message,2026-04-20T07:50:45.995685+00:00
user_0227,21,checkout,2026-04-20T07:50:45.995738+00:00
user_0228,64,click,2026-04-20T07:50:45.995770+00:00
user_0229,81,order,2026-04-20T07:50:45.995810+00:00
user_0230,30,view,2026-04-20T07:50:45.995897+00:00
user_0231,61,add_to_cart,2026-04-20T07:50:45.995992+00:00
user_0232,29,order,2026-04-20T07:50:45.996065+00:00
user_0233,37,chat_message,2026-04-20T07:50:45.996128+00:00
user_0234,55,add_to_cart,2026-04-20T07:50:45.996167+00:00
user_0235,56,search,2026-04-20T07:50:46.045486+00:00
user_0236,73,view,2026-04-20T07:50:46.045515+00:00
user_0237,30,checkout,2026-04-20T07:50:46.045601+00:00
user_0238,58,view,2026-04-20T07:50:46.045702+00:00
user_0239,68,add_to_cart,2026-04-20T07:50:46.045864+00:00
user_0240,81,search,2026-04-20T07:50:46.046095+00:00
user_0241,5,review,2026-04-20T07:50:46.046178+00:00
user_0242,54,order,2026-04-20T07:50:46.046253+00:00
user_0243,13,click,2026-04-20T07:50:46.047294+00:00
user_0244,81,view,2026-04-20T07:50:46.047378+00:00
user_0245,4,view,2026-04-20T07:50:46.047429+00:00
user_0246,2,order,2026-04-20T07:50:46.047457+00:00
user_0247,90,order,2026-04-20T07:50:46.047507+00:00
user_0248,57,checkout,2026-04-20T07:50:46.047587+00:00
user_0249,5,review,2026-04-20T07:50:46.047642+00:00
user_0250,68,view,2026-04-20T07:50:46.047703+00:00
user_0251,82,add_to_cart,2026-04-20T07:50:46.047742+00:00
user_0252,87,chat_message,2026-04-20T07:50:46.047804+00:00
user_0253,53,add_to_cart,2026-04-20T07:50:46.047843+00:00
user_0254,5,chat_message,2026-04-20T07:50:46.047873+00:00
user_0255,44,chat_message,2026-04-20T07:50:46.048911+00:00
user_0256,73,search,2026-04-20T07:50:46.048959+00:00
user_0257,64,chat_message,2026-04-20T07:50:46.049033+00:00
user_0258,43,click,2026-04-20T07:50:46.049081+00:00
user_0259,43,search,2026-04-20T07:50:46.049158+00:00
user_0260,77,review,2026-04-20T07:50:46.049236+00:00
user_0261,66,order,2026-04-20T07:50:46.049274+00:00
user_0262,20,add_to_cart,2026-04-20T07:50:46.049368+00:00
user_0263,50,click,2026-04-20T07:50:46.049430+00:00
user_0264,33,chat_message,2026-04-20T07:50:46.050489+00:00
user_0265,22,review,2026-04-20T07:50:46.050581+00:00
user_0266,60,checkout,2026-04-20T07:50:46.050647+00:00
user_0267,78,checkout,2026-04-20T07:50:46.050740+00:00
user_0268,58,add_to_cart,2026-04-20T07:50:46.050825+00:00
user_0269,9,chat_message,2026-04-20T07:50:46.050879+00:00
user_0270,93,add_to_cart,2026-04-20T07:50:46.050917+00:00
user_0271,87,review,2026-04-20T07:50:46.050988+00:00
user_0272,67,review,2026-04-20T07:50:46.051026+00:00
user_0273,45,checkout,2026-04-20T07:50:46.051124+00:00
user_0274,38,click,2026-04-20T07:50:46.052189+00:00
user_0275,84,order,2026-04-20T07:50:46.052230+00:00
user_0276,80,search,2026-04-20T07:50:46.052261+00:00
user_0277,16,add_to_cart,2026-04-20T07:50:46.052346+00:00
user_0278,67,add_to_cart,2026-04-20T07:50:46.052393+00:00
user_0279,3,click,2026-04-20T07:50:46.052424+00:00
user_0280,64,chat_message,2026-04-20T07:50:46.052501+00:00
user_0281,44,click,2026-04-20T07:50:46.052603+00:00
user_0282,76,review,2026-04-20T07:50:46.052657+00:00
user_0283,91,chat_message,2026-04-20T07:50:46.052757+00:00
user_0284,79,review,2026-04-20T07:50:46.053814+00:00
user_0285,89,click,2026-04-20T07:50:46.053872+00:00
user_0286,88,search,2026-04-20T07:50:46.053919+00:00
user_0287,2,review,2026-04-20T07:50:46.053994+00:00
user_0288,99,click,2026-04-20T07:50:46.054170+00:00
user_0289,66,checkout,2026-04-20T07:50:46.054385+00:00
user_0290,88,chat_message,2026-04-20T07:50:46.054467+00:00
user_0291,15,view,2026-04-20T07:50:46.054521+00:00
user_0292,51,checkout,2026-04-20T07:50:46.054592+00:00
user_0293,46,review,2026-04-20T07:50:46.054687+00:00
user_0294,50,click,2026-04-20T07:50:46.055774+00:00
user_0295,30,add_to_cart,2026-04-20T07:50:46.055813+00:00
user_0296,61,view,2026-04-20T07:50:46.055882+00:00
user_0297,24,chat_message,2026-04-20T07:50:46.055977+00:00
user_0298,30,checkout,2026-04-20T07:50:46.056045+00:00
user_0299,10,search,2026-04-20T07:50:46.056122+00:00
user_0300,30,view,2026-04-20T07:50:46.056206+00:00
user_0301,89,search,2026-04-20T07:50:46.056276+00:00
user_0302,2,click,2026-04-20T07:50:46.056352+00:00
user_0303,2,view,2026-04-20T07:50:46.057340+00:00
user_0304,51,review,2026-04-20T07:50:46.057403+00:00
user_0305,48,chat_message,2026-04-20T07:50:46.057458+00:00
user_0306,91,order,2026-04-20T07:50:46.057496+00:00
user_0307,43,checkout,2026-04-20T07:50:46.057566+00:00
user_0308,25,click,2026-04-20T07:50:46.057604+00:00
user_0309,39,click,2026-04-20T07:50:46.057691+00:00
user_0310,18,chat_message,2026-04-20T07:50:46.057784+00:00
user_0311,72,view,2026-04-20T07:50:46.057878+00:00
user_0312,55,checkout,2026-04-20T07:50:46.057908+00:00
user_0313,73,checkout,2026-04-20T07:50:46.058943+00:00
user_0314,78,chat_message,2026-04-20T07:50:46.059024+00:00
user_0315,55,checkout,2026-04-20T07:50:46.059117+00:00
user_0316,58,view,2026-04-20T07:50:46.059194+00:00
user_0317,72,view,2026-04-20T07:50:46.059270+00:00
user_0318,22,checkout,2026-04-20T07:50:46.059302+00:00
user_0319,94,order,2026-04-20T07:50:46.059341+00:00
user_0320,23,click,2026-04-20T07:50:46.059434+00:00
user_0321,84,review,2026-04-20T07:50:46.059503+00:00
user_0322,16,checkout,2026-04-20T07:50:46.059535+00:00
user_0323,80,order,2026-04-20T07:50:46.060554+00:00
user_0324,29,checkout,2026-04-20T07:50:46.060623+00:00
user_0325,8,order,2026-04-20T07:50:46.060677+00:00
user_0326,65,view,2026-04-20T07:50:46.060716+00:00
user_0327,53,chat_message,2026-04-20T07:50:46.060755+00:00
user_0328,19,checkout,2026-04-20T07:50:46.060801+00:00
user_0329,82,view,2026-04-20T07:50:46.060832+00:00
user_0330,61,review,2026-04-20T07:50:46.060926+00:00
user_0331,45,view,2026-04-20T07:50:46.060972+00:00
user_0332,100,chat_message,2026-04-20T07:50:46.061065+00:00
user_0333,35,view,2026-04-20T07:50:46.061104+00:00
user_0334,25,search,2026-04-20T07:50:46.061158+00:00
user_0335,93,search,2026-04-20T07:50:46.062189+00:00
user_0336,9,chat_message,2026-04-20T07:50:46.062237+00:00
user_0337,18,click,2026-04-20T07:50:46.062279+00:00
user_0338,28,search,2026-04-20T07:50:46.062435+00:00
user_0339,26,review,2026-04-20T07:50:46.062599+00:00
user_0340,39,click,2026-04-20T07:50:46.062646+00:00
user_0341,35,click,2026-04-20T07:50:46.062772+00:00
user_0342,81,checkout,2026-04-20T07:50:46.062832+00:00
user_0343,81,view,2026-04-20T07:50:46.062893+00:00
user_0344,18,checkout,2026-04-20T07:50:46.063976+00:00
user_0345,98,add_to_cart,2026-04-20T07:50:46.064046+00:00
user_0346,84,search,2026-04-20T07:50:46.064097+00:00
user_0347,54,add_to_cart,2026-04-20T07:50:46.064168+00:00
user_0348,64,chat_message,2026-04-20T07:50:46.064231+00:00
user_0349,24,add_to_cart,2026-04-20T07:50:46.064314+00:00
user_0350,90,checkout,2026-04-20T07:50:46.064382+00:00
user_0351,64,add_to_cart,2026-04-20T07:50:46.064438+00:00
user_0352,59,chat_message,2026-04-20T07:50:46.064509+00:00
user_0353,62,chat_message,2026-04-20T07:50:46.064554+00:00
user_0354,43,review,2026-04-20T07:50:46.065560+00:00
user_0355,39,checkout,2026-04-20T07:50:46.065663+00:00
user_0356,7,checkout,2026-04-20T07:50:46.065693+00:00
user_0357,45,click,2026-04-20T07:50:46.065723+00:00
user_0358,98,order,2026-04-20T07:50:46.065799+00:00
user_0359,66,chat_message,2026-04-20T07:50:46.065860+00:00
user_0360,93,checkout,2026-04-20T07:50:46.065937+00:00
user_0361,36,add_to_cart,2026-04-20T07:50:46.065966+00:00
user_0362,85,review,2026-04-20T07:50:46.066035+00:00
user_0363,26,order,2026-04-20T07:50:46.066086+00:00
user_0364,30,chat_message,2026-04-20T07:50:46.066116+00:00
user_0365,87,chat_message,2026-04-20T07:50:46.066154+00:00
user_0366,18,view,2026-04-20T07:50:46.067138+00:00
user_0367,7,click,2026-04-20T07:50:46.067222+00:00
user_0368,96,checkout,2026-04-20T07:50:46.067313+00:00
user_0369,61,chat_message,2026-04-20T07:50:46.067388+00:00
user_0370,26,view,2026-04-20T07:50:46.067476+00:00
user_0371,91,checkout,2026-04-20T07:50:46.067559+00:00
user_0372,87,add_to_cart,2026-04-20T07:50:46.067642+00:00
user_0373,42,order,2026-04-20T07:50:46.068680+00:00
user_0374,49,chat_message,2026-04-20T07:50:46.068743+00:00
user_0375,20,search,2026-04-20T07:50:46.068825+00:00
user_0376,10,review,2026-04-20T07:50:46.068877+00:00
user_0377,49,search,2026-04-20T07:50:46.068919+00:00
user_0378,90,checkout,2026-04-20T07:50:46.068964+00:00
user_0379,98,checkout,2026-04-20T07:50:46.069047+00:00
user_0380,55,click,2026-04-20T07:50:46.069093+00:00
user_0381,2,order,2026-04-20T07:50:46.069146+00:00
user_0382,64,review,2026-04-20T07:50:46.069223+00:00
user_0383,5,order,2026-04-20T07:50:46.069283+00:00
user_0384,13,review,2026-04-20T07:50:46.070478+00:00
user_0385,38,view,2026-04-20T07:50:46.070563+00:00
user_0386,62,view,2026-04-20T07:50:46.070653+00:00
user_0387,43,view,2026-04-20T07:50:46.070714+00:00
user_0388,94,review,2026-04-20T07:50:46.070809+00:00
user_0389,15,add_to_cart,2026-04-20T07:50:46.070873+00:00
user_0390,20,click,2026-04-20T07:50:46.070956+00:00
user_0391,73,review,2026-04-20T07:50:46.071009+00:00
user_0392,93,chat_message,2026-04-20T07:50:46.072063+00:00
user_0393,23,chat_message,2026-04-20T07:50:46.072110+00:00
user_0394,70,review,2026-04-20T07:50:46.072193+00:00
user_0395,67,search,2026-04-20T07:50:46.072231+00:00
user_0396,10,chat_message,2026-04-20T07:50:46.072293+00:00
user_0397,31,add_to_cart,2026-04-20T07:50:46.072331+00:00
user_0398,15,review,2026-04-20T07:50:46.072368+00:00
user_0399,90,search,2026-04-20T07:50:46.072451+00:00
user_0400,100,view,2026-04-20T07:50:46.072507+00:00
user_0401,44,review,2026-04-20T07:50:46.072558+00:00
user_0402,34,add_to_cart,2026-04-20T07:50:46.072636+00:00
user_0403,41,click,2026-04-20T07:50:46.073669+00:00
user_0404,18,review,2026-04-20T07:50:46.073723+00:00
user_0405,40,click,2026-04-20T07:50:46.073815+00:00
user_0406,8,chat_message,2026-04-20T07:50:46.073848+00:00
user_0407,44,chat_message,2026-04-20T07:50:46.073916+00:00
user_0408,52,checkout,2026-04-20T07:50:46.074002+00:00
user_0409,34,chat_message,2026-04-20T07:50:46.074078+00:00
user_0410,14,search,2026-04-20T07:50:46.074109+00:00
user_0411,82,chat_message,2026-04-20T07:50:46.074140+00:00
user_0412,59,view,2026-04-20T07:50:46.074207+00:00
user_0413,23,chat_message,2026-04-20T07:50:46.074246+00:00
user_0414,72,order,2026-04-20T07:50:46.075231+00:00
user_0415,73,search,2026-04-20T07:50:46.075317+00:00
user_0416,67,view,2026-04-20T07:50:46.075347+00:00
user_0417,26,click,2026-04-20T07:50:46.075439+00:00
user_0418,58,click,2026-04-20T07:50:46.075485+00:00
user_0419,23,add_to_cart,2026-04-20T07:50:46.075568+00:00
user_0420,65,add_to_cart,2026-04-20T07:50:46.075599+00:00
user_0421,36,order,2026-04-20T07:50:46.075683+00:00
user_0422,5,chat_message,2026-04-20T07:50:46.075744+00:00
user_0423,31,checkout,2026-04-20T07:50:46.075773+00:00
user_0424,35,view,2026-04-20T07:50:46.075835+00:00
user_0425,35,review,2026-04-20T07:50:46.076869+00:00
user_0426,87,click,2026-04-20T07:50:46.076960+00:00
user_0427,100,view,2026-04-20T07:50:46.077037+00:00
user_0428,23,review,2026-04-20T07:50:46.077068+00:00
user_0429,45,add_to_cart,2026-04-20T07:50:46.077098+00:00
user_0430,94,search,2026-04-20T07:50:46.077181+00:00
user_0431,81,review,2026-04-20T07:50:46.077234+00:00
user_0432,66,view,2026-04-20T07:50:46.077316+00:00
user_0433,16,search,2026-04-20T07:50:46.077347+00:00
user_0434,19,click,2026-04-20T07:50:46.077407+00:00
user_0435,40,search,2026-04-20T07:50:46.078477+00:00
user_0436,57,search,2026-04-20T07:50:46.078516+00:00
user_0437,20,checkout,2026-04-20T07:50:46.078601+00:00
user_0438,48,checkout,2026-04-20T07:50:46.078669+00:00
user_0439,32,checkout,2026-04-20T07:50:46.078706+00:00
user_0440,97,add_to_cart,2026-04-20T07:50:46.078781+00:00
user_0441,26,order,2026-04-20T07:50:46.078856+00:00
user_0442,43,review,2026-04-20T07:50:46.078900+00:00
user_0443,34,click,2026-04-20T07:50:46.078941+00:00
user_0444,4,click,2026-04-20T07:50:46.078974+00:00
user_0445,82,checkout,2026-04-20T07:50:46.079068+00:00
user_0446,88,search,2026-04-20T07:50:46.080349+00:00
user_0447,35,search,2026-04-20T07:50:46.080386+00:00
user_0448,31,add_to_cart,2026-04-20T07:50:46.080461+00:00
user_0449,95,checkout,2026-04-20T07:50:46.080534+00:00
user_0450,63,add_to_cart,2026-04-20T07:50:46.080623+00:00
user_0451,16,click,2026-04-20T07:50:46.080652+00:00
user_0452,36,checkout,2026-04-20T07:50:46.080717+00:00
user_0453,54,search,2026-04-20T07:50:46.080746+00:00
user_0454,32,order,2026-04-20T07:50:46.080804+00:00
user_0455,9,order,2026-04-20T07:50:46.080856+00:00
user_0456,96,click,2026-04-20T07:50:46.081897+00:00
user_0457,25,click,2026-04-20T07:50:46.081943+00:00
user_0458,57,checkout,2026-04-20T07:50:46.082038+00:00
user_0459,13,view,2026-04-20T07:50:46.082116+00:00
user_0460,45,review,2026-04-20T07:50:46.082185+00:00
